,latitude,longitude,index,name,cost_text,Bed,Bath,Park,property_type,desc_head
1309,-37.807859,144.960611,https://www.domain.com.au/3705-462-elizabeth-street-melbourne-vic-3000-13900308,3705/462 Elizabeth Street Melbourne VIC 3000,725,2,2,0,Apartment / Unit / Flat,walk distanc everywher fulli furnish
1310,-37.8590072,145.0501558,https://www.domain.com.au/g03-1457-high-street-glen-iris-vic-3146-16074275,G03/1457 High Street Glen Iris VIC 3146,725,4,2,0,Apartment / Unit / Flat,resid
1311,-37.8497388,145.0202895,https://www.domain.com.au/5-8-devorgilla-ave-toorak-vic-3142-16069736,5/8 Devorgilla Ave Toorak VIC 3142,725,3,2,4,Apartment / Unit / Flat,townhous live best
1312,-37.7827272,145.0943539,https://www.domain.com.au/16-ventnor-street-balwyn-north-vic-3104-15896494,16 Ventnor Street Balwyn North VIC 3104,725,4,2,2,House,impress home high zone
1313,-37.8497388,145.0202895,https://www.domain.com.au/5-8-devorgilla-ave-toorak-vic-3142-16069740,5/8 Devorgilla Ave Toorak VIC 3142,725,2,2,1,Apartment / Unit / Flat,townhous live best
1314,-37.9427187,145.0444066,https://www.domain.com.au/23-hamer-street-moorabbin-vic-3189-16080433,23 Hamer Street Moorabbin VIC 3189,725,4,2,0,House,superb famili home
1315,-37.8256312,145.0057871,https://www.domain.com.au/3-77-edinburgh-street-richmond-vic-3121-15192143,3/77 Edinburgh Street Richmond VIC 3121,725,3,1,0,Townhouse,ideal locat
1316,-37.7463652,144.8896909,https://www.domain.com.au/47-diamond-street-niddrie-vic-3042-15903578,47 Diamond Street Niddrie VIC 3042,725,4,2,2,House,sac beauti
1317,-37.7775899,144.9664108,https://www.domain.com.au/165-brunswick-road-brunswick-vic-3056-15962457,165 Brunswick Road Brunswick VIC 3056,725,3,1,0,House,central locat
1318,-37.8362888,144.944907,https://www.domain.com.au/107-lyons-street-port-melbourne-vic-3207-16069564,107 Lyons Street Port Melbourne VIC 3207,725,4,3,3,Townhouse,ultim one bedroom townhous
1319,-37.8036897,145.0305501,https://www.domain.com.au/73a-brougham-street-kew-vic-3101-13984078,73A Brougham Street Kew VIC 3101,725,1,1,1,House,well present bedroom home street park central locat
1320,-37.8249375,145.0254391,https://www.domain.com.au/3-162-power-street-hawthorn-vic-3122-16038778,3/162 Power Street Hawthorn VIC 3122,725,4,1,2,Townhouse,uniqu mid centuri charm
1321,-37.8331978,144.8552887,https://www.domain.com.au/80c-first-ave-altona-north-vic-3025-16056452,80c First Ave Altona North VIC 3025,725,2,1,2,Townhouse,brand new sophist perfectli posit
1322,-37.8194165,145.0910762,https://www.domain.com.au/1-239-mont-albert-road-surrey-hills-vic-3127-16067507,1/239 Mont Albert Road Surrey Hills VIC 3127,725,3,2,4,Townhouse,extra larg three bedroom townhous
1323,-37.8283317,145.0111678,https://www.domain.com.au/78-madden-grove-richmond-vic-3121-15884336,78 Madden Grove Richmond VIC 3121,725,3,2,0,House,heart
1324,-37.80589519999999,144.9949568,https://www.domain.com.au/99-charles-street-abbotsford-vic-3067-15415566,99 Charles Street Abbotsford VIC 3067,725,2,1,1,Townhouse,extrem well present terrac home
1325,-37.8228653,144.9905793,https://www.domain.com.au/27-tanner-street-richmond-vic-3121-16005160,27 Tanner Street Richmond VIC 3121,725,3,1,0,House,newli renov two bedroom plu studi home heart
1326,-37.793037,145.0236241,https://www.domain.com.au/38-vaughan-cres-kew-vic-3101-16035748,38 Vaughan Cres Kew VIC 3101,725,3,2,4,House,bedroom singl level home offer lifestyl bend
1327,-37.8194165,145.0910762,https://www.domain.com.au/1-239-mont-albert-road-surrey-hills-vic-3127-15999916,1/239 Mont Albert Road Surrey Hills VIC 3127,725,3,1,2,Townhouse,extra larg three bedroom townhous
1328,-37.8108941,145.0116495,https://www.domain.com.au/32-659-victoria-street-abbotsford-vic-3067-16035311,32/659 Victoria Street Abbotsford VIC 3067,725,3,2,1,Apartment / Unit / Flat,overs apart boutiqu complex river view
1329,-37.7690588,144.8903572,https://www.domain.com.au/107-raleigh-road-maribyrnong-vic-3032-16036855,107 Raleigh Road Maribyrnong VIC 3032,725,3,2,2,House,big qualiti famili home
1330,-37.8614212,145.0320902,https://www.domain.com.au/60-edsall-street-malvern-vic-3144-16024303,60 Edsall Street Malvern VIC 3144,725,4,1,2,House,singl front three bedroom home backyard
1331,-37.793037,145.0236241,https://www.domain.com.au/38-vaughan-cres-kew-vic-3101-16067471,38 Vaughan Cres Kew VIC 3101,725,3,1,1,House,bedroom singl level home offer lifestyl bend
1332,-37.8246957,145.0071554,https://www.domain.com.au/4-342-344-burnley-street-richmond-vic-3121-16018239,4/342-344 Burnley Street Richmond VIC 3121,725,2,1,1,Townhouse,impress bedroom apart unbeat live space view
1333,-37.8547671,145.0018396,https://www.domain.com.au/27-erica-st-windsor-vic-3181-16067798,27 Erica St Windsor VIC 3181,725,2,1,2,Townhouse,stylish home perfect locat
1334,-37.80743,144.9807283,https://www.domain.com.au/34-george-street-fitzroy-vic-3065-15955429,34 George Street Fitzroy VIC 3065,725,3,2,1,House,rare opportun leas locat
1335,-37.7747841,145.0173668,https://www.domain.com.au/112-gillies-street-fairfield-vic-3078-16039489,112 Gillies Street Fairfield VIC 3078,725,3,1,1,House,magnific locat style
1336,-37.8018314,144.9939508,https://www.domain.com.au/20-yarra-street-abbotsford-vic-3067-16009969,20 Yarra Street Abbotsford VIC 3067,725,2,2,2,House,bedroom home unbeat leafi
1337,-37.70155889999999,145.1761617,https://www.domain.com.au/10-1455-main-road-eltham-vic-3095-16044315,10/1455 Main Road Eltham VIC 3095,725,4,2,2,Townhouse,stun spaciou home tuck away
1338,-37.7983816,144.9419122,https://www.domain.com.au/north-melbourne-vic-3051-15922594,North Melbourne VIC 3051,725,2,1,0,Apartment / Unit / Flat,prime locat royal park tower
1339,-37.88596,145.065698,https://www.domain.com.au/1-10-12-anzac-street-carnegie-vic-3163-13976660,1/10-12 Anzac Street Carnegie VIC 3163,720,4,2,2,Townhouse,famili resid townhous centr
1340,-37.7599892,144.9489879,https://www.domain.com.au/20-hamilton-street-brunswick-west-vic-3055-16052704,20 Hamilton Street Brunswick West VIC 3055,720,3,3,2,House,charm finest
1341,-37.9551122,145.0542991,https://www.domain.com.au/18-enright-street-highett-vic-3190-16072306,18 Enright Street Highett VIC 3190,720,4,2,4,Townhouse,prime lifestyl locat
1342,-37.91282289999999,145.1668825,https://www.domain.com.au/1-107-brandon-park-drive-wheelers-hill-vic-3150-15983871,1/107 Brandon Park Drive Wheelers Hill VIC 3150,720,4,2,2,Townhouse,modern live easi care appeal secondari school zone
1343,-37.7700693,144.9976629,https://www.domain.com.au/94-helen-street-northcote-vic-3070-16059106,94 Helen Street Northcote VIC 3070,720,3,1,1,House,centr attent
1344,-37.7932363,144.9216777,https://www.domain.com.au/92-westbourne-road-kensington-vic-3031-16024500,92 Westbourne Road Kensington VIC 3031,720,3,1,1,House,four bedroom home bank
1345,-37.8758251,145.1087685,https://www.domain.com.au/1-29-burton-street-chadstone-vic-3148-16072615,1/29 Burton Street Chadstone VIC 3148,720,6,3,2,Townhouse,townhous live ideal locat
1346,-37.8347799,144.9609369,https://www.domain.com.au/57-emerald-hill-south-melbourne-vic-3205-16042004,57 Emerald Hill South Melbourne VIC 3205,720,3,1,1,Apartment / Unit / Flat,emerald hill place renov properti must see
1347,-37.7690317,144.858189,https://www.domain.com.au/43a-riverside-avenue-avondale-heights-vic-3034-13721665,43A Riverside Avenue Avondale Heights VIC 3034,720,3,3,2,Townhouse,luxuri live height
1348,-37.7792053,144.9989433,https://www.domain.com.au/109-union-st-northcote-vic-3070-15998294,109 Union St Northcote VIC 3070,720,3,2,2,Townhouse,fantast townhous great locat close shop transport
1349,-37.7813956,145.0817083,https://www.domain.com.au/18-viewpoint-road-balwyn-north-vic-3104-16077031,18 Viewpoint Road Balwyn North VIC 3104,720,2,1,1,House,high set allur high zone
1350,-37.8099153,145.0891187,https://www.domain.com.au/37-kireep-road-balwyn-vic-3103-16071098,37 Kireep Road Balwyn VIC 3103,720,3,1,2,House,posit perfect posit
1351,-37.9120948,145.0475242,https://www.domain.com.au/1-289-mckinnon-road-mckinnon-vic-3204-16039348,1/289 Mckinnon Road McKinnon VIC 3204,720,4,2,3,Villa,modern famili live zone
1352,-37.8092252,144.9613779,https://www.domain.com.au/5402-81-abeckett-street-melbourne-vic-3000-16078775,5402/81 Abeckett Street Melbourne VIC 3000,720,2,1,1,Apartment / Unit / Flat,bedroom bath car park furnish apart close central
1353,-37.78573799999999,145.0972623,https://www.domain.com.au/23-oravel-street-balwyn-north-vic-3104-16042184,23 Oravel Street Balwyn North VIC 3104,720,4,2,2,House,superbl posit spaciou home
1354,-37.7822745,145.1304704,https://www.domain.com.au/46-council-street-doncaster-vic-3108-15976023,46 Council Street Doncaster VIC 3108,720,3,2,2,Townhouse,stun townhous great locat
1355,-37.9274177,145.0654244,https://www.domain.com.au/12-millard-street-bentleigh-east-vic-3165-16076489,12 Millard Street Bentleigh East VIC 3165,720,3,1,2,House,heart famili precinct
1356,-37.8112884,144.9610605,https://www.domain.com.au/3601-8-sutherland-street-melbourne-vic-3000-16063063,3601/8 Sutherland Street Melbourne VIC 3000,720,3,2,2,Apartment / Unit / Flat,furnish three bedroom two bathroom apart
1357,-37.822395,145.003386,https://www.domain.com.au/2-123-coppin-street-richmond-vic-3121-16071836,2/123 Coppin Street Richmond VIC 3121,720,3,2,2,Apartment / Unit / Flat,locat realli matter
1358,-37.7680423,145.0146116,https://www.domain.com.au/104-kellett-street-northcote-vic-3070-15970913,104 Kellett Street Northcote VIC 3070,720,4,1,2,House,period charm yard
1359,-37.7991441,145.1344721,https://www.domain.com.au/1-231-dorking-road-box-hill-north-vic-3129-16012021,1/231 Dorking Road Box Hill North VIC 3129,720,4,3,2,Townhouse,picturesqu home prize pocket box hill north
1360,-37.7370336,145.2124356,https://www.domain.com.au/36-bradleys-lane-north-warrandyte-vic-3113-16038589,36 Bradleys Lane North Warrandyte VIC 3113,720,4,3,3,House,lane
1361,-37.8225918,145.0550336,https://www.domain.com.au/22-stewart-st-hawthorn-east-vic-3123-15430314,22 Stewart St Hawthorn East VIC 3123,720,4,2,2,House,renov freestand simpli sublim
1362,-37.7895218,144.9770385,https://www.domain.com.au/1-6-freeman-street-fitzroy-north-vic-3068-16026473,1/6 Freeman Street Fitzroy North VIC 3068,720,3,1,0,Townhouse,peac life north
1363,-37.8532472,144.9946824,https://www.domain.com.au/20-eastbourne-street-windsor-vic-3181-15863178,20 Eastbourne Street Windsor VIC 3181,720,2,1,0,House,walk distanc chapel street
1364,-37.8340162,145.1204484,https://www.domain.com.au/2-kingswood-rise-box-hill-south-vic-3128-15938028,2 Kingswood Rise Box Hill South VIC 3128,720,4,1,2,House,high hill
1365,-37.7479152,144.9535476,https://www.domain.com.au/100-clarendon-street-coburg-vic-3058-16073408,100 Clarendon Street Coburg VIC 3058,720,3,2,2,House,sweet sanctuari local love
1366,-37.8521472,145.0035919,https://www.domain.com.au/12-bayview-street-prahran-vic-3181-15822416,12 Bayview Street Prahran VIC 3181,720,3,1,2,House,beauti charact heart
1367,-37.8618962,145.1432671,https://www.domain.com.au/49-pascall-street-mount-waverley-vic-3149-15107082,49 Pascall Street Mount Waverley VIC 3149,720,5,3,2,Townhouse,qualiti built luxuri famili home
1368,-37.8057895,144.96181669999999,https://www.domain.com.au/2004-28-bouverie-street-carlton-vic-3053-16052892,2004/28 Bouverie Street Carlton VIC 3053,720,2,2,0,Apartment / Unit / Flat,prime locat
1369,-37.8635439,145.0202803,https://www.domain.com.au/206-462-464-dandenong-rd-caulfield-north-vic-3161-16017368,206/462-464 Dandenong Rd Caulfield North VIC 3161,720,3,2,2,Townhouse,brand new luxuri apart
1370,-37.8241679,145.1147591,https://www.domain.com.au/3-18-standard-avenue-box-hill-vic-3128-16067489,3/18 Standard Avenue Box Hill VIC 3128,720,4,3,1,Townhouse,locat low mainten
1371,-37.8566195,144.9872586,https://www.domain.com.au/35-69-wellington-street-st-kilda-vic-3182-16032182,35/69 Wellington Street St Kilda VIC 3182,720,4,2,0,Apartment / Unit / Flat,modern conveni spectacular view
1372,-37.8140056,144.8848338,https://www.domain.com.au/5-forrest-street-yarraville-vic-3013-16058832,5 Forrest Street Yarraville VIC 3013,720,2,1,0,House,timeless treasur
1373,-37.8516079,144.8912814,https://www.domain.com.au/49-chandler-street-williamstown-vic-3016-16070384,49 Chandler Street Williamstown VIC 3016,720,3,2,3,House,bungalow famili
1374,-38.0419327,145.1132506,https://www.domain.com.au/1-13-northcliffe-road-edithvale-vic-3196-16040518,1/13 Northcliffe Road Edithvale VIC 3196,720,3,3,2,Townhouse,moment beach
1375,-37.8553777,145.0864043,https://www.domain.com.au/36-bath-road-glen-iris-vic-3146-16013462,36 Bath Road Glen Iris VIC 3146,720,5,3,2,House,fabul famili home leafi glen iri
1376,-37.79793040000001,144.9981836,https://www.domain.com.au/4-82-trenerry-crescent-abbotsford-vic-3067-16057111,4/82 Trenerry Crescent Abbotsford VIC 3067,720,2,2,2,Townhouse,rare find
1377,-37.81686140000001,145.0060561,https://www.domain.com.au/334-highett-street-richmond-vic-3121-14759704,334 Highett Street Richmond VIC 3121,720,2,1,1,House,stun home prime locat
1378,-37.800922,144.96415,https://www.domain.com.au/609-668-swanston-street-carlton-vic-3053-16018872,609/668 Swanston Street Carlton VIC 3053,720,2,2,2,Apartment / Unit / Flat,spaciou renov apart
1379,-37.86290049999999,145.0966567,https://www.domain.com.au/1-27-george-street-ashwood-vic-3147-16015155,1/27 George Street Ashwood VIC 3147,720,4,3,1,House,luxuri famili home
1380,-38.0051357,145.1438563,https://www.domain.com.au/15-marriott-drive-keysborough-vic-3173-16019001,15 Marriott Drive Keysborough VIC 3173,720,5,2,2,House,spaciou bedroom famili home
1381,-37.797555,144.979581,https://www.domain.com.au/1-117-argyle-street-fitzroy-vic-3065-16070963,1/117 Argyle Street Fitzroy VIC 3065,720,2,1,0,Townhouse,contemporari live heart
1382,-37.8942295,145.1165693,https://www.domain.com.au/16-catherine-avenue-mount-waverley-vic-3149-16036461,16 Catherine Avenue Mount Waverley VIC 3149,720,4,2,0,House,delight larg famili home glen
1383,-37.7081577,145.1126903,https://www.domain.com.au/1-32-railway-road-briar-hill-vic-3088-16070043,1/32 Railway Road Briar Hill VIC 3088,720,3,1,1,Townhouse,prestig appoint great posit
1384,-37.9793744,145.0508157,https://www.domain.com.au/286a-balcombe-rd-beaumaris-vic-3193-16079394,286A Balcombe Rd Beaumaris VIC 3193,720,2,1,1,House,inspect detail pleas contact com
1385,-37.805108,144.8937316,https://www.domain.com.au/70-pilgrim-street-seddon-vic-3011-16073887,70 Pilgrim Street Seddon VIC 3011,715,3,1,0,House,modern home villag conveni
1386,-37.9630342,145.0643291,https://www.domain.com.au/35a-sunray-avenue-cheltenham-vic-3192-14315423,35A Sunray Avenue Cheltenham VIC 3192,715,3,2,2,House,stylish well locat
1387,-37.8505945,144.9907172,https://www.domain.com.au/6-percy-place-prahran-vic-3181-16047983,6 Percy Place Prahran VIC 3181,715,1,1,1,Apartment / Unit / Flat,place exclus new residenti develop
1388,-37.7353688,144.8906366,https://www.domain.com.au/1-irving-street-niddrie-vic-3042-16016558,1 Irving Street Niddrie VIC 3042,710,3,2,1,House,impress tripl stori townhous
1389,-38.063595,145.1178623,https://www.domain.com.au/4-15-harding-avenue-bonbeach-vic-3196-15875116,4/15 Harding Avenue Bonbeach VIC 3196,710,2,1,1,Apartment / Unit / Flat,luxuri waterfront apart
1390,-37.7741911,144.9203017,https://www.domain.com.au/18-st-leonards-road-ascot-vale-vic-3032-16057727,18 St Leonards Road Ascot Vale VIC 3032,710,2,2,1,House,move relax unwind
1391,-37.7797245,144.9971356,https://www.domain.com.au/1-104-high-street-northcote-vic-3070-16051205,1/104 High Street Northcote VIC 3070,710,3,2,2,House,one wait
1392,-37.8234703,144.8717252,https://www.domain.com.au/23-mill-avenue-yarraville-vic-3013-16051516,23 Mill Avenue Yarraville VIC 3013,710,3,1,0,House,total renov design home
1393,-37.746327,144.9616461,https://www.domain.com.au/33-loch-street-coburg-vic-3058-16078936,33 Loch Street Coburg VIC 3058,710,4,1,1,House,great lifestyl prize locat
1394,-37.8730737,145.0265792,https://www.domain.com.au/7-237-balaclava-road-caulfield-north-vic-3161-16078540,7/237 Balaclava Road Caulfield North VIC 3161,710,2,1,2,Townhouse,renov beauti
1395,-37.6911142,145.1331215,https://www.domain.com.au/23-dunbarton-drive-eltham-north-vic-3095-16065501,23 Dunbarton Drive Eltham North VIC 3095,710,3,2,2,House,modern sophist premium pocket
1396,-37.8092102,145.0492945,https://www.domain.com.au/3-272-cotham-rd-kew-vic-3101-16030360,3/272 Cotham Rd Kew VIC 3101,710,3,2,2,Townhouse,refurbish doubl storey townhous
1397,-37.7657133,144.9980395,https://www.domain.com.au/20-gladstone-avenue-northcote-vic-3070-15992512,20 Gladstone Avenue Northcote VIC 3070,705,3,1,1,House,two bedroom home conveni locat
1398,-37.8546127,144.8919691,https://www.domain.com.au/107-john-street-williamstown-vic-3016-14580899,107 John Street Williamstown VIC 3016,700,4,3,3,House,doubl front delight
1399,-37.8651991,145.1256209,https://www.domain.com.au/7-warren-court-mount-waverley-vic-3149-16076792,7 Warren Court Mount Waverley VIC 3149,700,4,2,2,House,easi life style
1400,-37.8142341,144.8807936,https://www.domain.com.au/39-cecil-street-yarraville-vic-3013-16077470,39 Cecil Street Yarraville VIC 3013,700,3,2,0,House,architectur stun month leas
1401,-37.80910859999999,145.1265908,https://www.domain.com.au/2-50-clyde-street-box-hill-north-vic-3129-16062494,2/50 Clyde Street Box Hill North VIC 3129,700,4,3,3,Townhouse,doubl stori townhous prime locat
1402,-37.7946902,145.2781766,https://www.domain.com.au/10-ellesmere-ave-croydon-vic-3136-15845373,10 Ellesmere Ave Croydon VIC 3136,700,4,2,1,House,bedroom live area studi bedroom bathroom great locat
1403,-37.8369111,144.9851564,https://www.domain.com.au/4-44-walsh-street-south-yarra-vic-3141-16041813,4/44 Walsh Street South Yarra VIC 3141,700,2,2,2,Apartment / Unit / Flat,art splendour blue chip locat
1404,-37.75150670000001,144.9747345,https://www.domain.com.au/7-102-rennie-street-coburg-vic-3058-16051352,7/102 Rennie Street Coburg VIC 3058,700,4,1,2,Townhouse,architectur dream
1405,-37.7652771,144.9822667,https://www.domain.com.au/3-03-269-stewart-st-brunswick-east-vic-3057-16069087,3.03/269 Stewart St Brunswick East VIC 3057,700,2,1,1,Apartment / Unit / Flat,brand new bedroom bathroom apart
1406,-37.8372909,145.0758921,https://www.domain.com.au/36-cooloongatta-road-camberwell-vic-3124-15987027,36 Cooloongatta Road Camberwell VIC 3124,700,3,1,1,House,well locat famili home
1407,-37.8676878,145.183229,https://www.domain.com.au/5-tristram-ct-court-glen-waverley-vic-3150-16077478,5 Tristram Ct Court Glen Waverley VIC 3150,700,5,3,2,House,comfort famili home rent prime locat
1408,-37.8688673,145.0599882,https://www.domain.com.au/7-1810-malvern-road-malvern-east-vic-3145-14612861,7/1810 Malvern Road Malvern East VIC 3145,700,3,2,2,Townhouse,eleg spaciou modern townhous video avail
1409,-37.8022049,144.9582151,https://www.domain.com.au/1305-151-berkeley-street-melbourne-vic-3000-16010201,1305/151 Berkeley Street Melbourne VIC 3000,700,2,2,1,Apartment / Unit / Flat,stylish bedroom apart royal
1410,-38.0739272,145.1316127,https://www.domain.com.au/2-4-rigby-street-carrum-vic-3197-16071352,2/4 Rigby Street Carrum VIC 3197,700,4,2,2,Apartment / Unit / Flat,wow factor
1411,-37.8678877,145.0207999,https://www.domain.com.au/3-38-narong-road-caulfield-north-vic-3161-16056165,3/38 Narong Road Caulfield North VIC 3161,700,3,2,2,Townhouse,bright spaciou tranquil bedroom townhous
1412,-37.8172327,144.9978165,https://www.domain.com.au/25-hull-street-richmond-vic-3121-16067586,25 Hull Street Richmond VIC 3121,700,1,1,1,Townhouse,extra spaciou live
1413,-37.9592962,145.1578696,https://www.domain.com.au/4-woodward-street-springvale-vic-3171-16077724,4 Woodward Street Springvale VIC 3171,700,2,1,2,House,design famili
1414,-37.8324893,145.0070139,https://www.domain.com.au/3-161-alexandra-avenue-toorak-vic-3142-16050198,3/161 Alexandra Avenue Toorak VIC 3142,700,3,2,1,Apartment / Unit / Flat,stylish secur sought locat
1415,-37.81711,145.1117637,https://www.domain.com.au/101-43-zetland-road-mont-albert-vic-3127-14320398,101/43 Zetland Road Mont Albert VIC 3127,700,3,1,2,Apartment / Unit / Flat,seren sophist
1416,-37.8102205,144.9662652,https://www.domain.com.au/3413-22-24-jane-bell-lane-melbourne-vic-3000-16072727,3413/22-24 Jane Bell Lane Melbourne VIC 3000,700,2,2,1,Apartment / Unit / Flat,bright spaciou two bedroom apart superb locat
1417,-37.6967208,144.9636573,https://www.domain.com.au/5-finucane-place-fawkner-vic-3060-16050483,5 Finucane Place Fawkner VIC 3060,700,3,1,2,House,grand home
1418,-37.8606245,145.1603276,https://www.domain.com.au/617-highbury-road-burwood-east-vic-3151-15118457,617 Highbury Road Burwood East VIC 3151,700,3,2,2,House,spaciou bedroom plenti open area
1419,-37.82719609999999,145.111759,https://www.domain.com.au/2-777-canterbury-road-surrey-hills-vic-3127-15994547,2/777 Canterbury Road Surrey Hills VIC 3127,700,3,1,2,Apartment / Unit / Flat,stylish seclus
1420,-37.8097514,144.9626141,https://www.domain.com.au/1602-228-la-trobe-street-melbourne-vic-3000-14896286,1602/228 La Trobe Street Melbourne VIC 3000,700,2,2,0,Apartment / Unit / Flat,two bed best locat
1421,-37.7531082,144.8875954,https://www.domain.com.au/15-ruby-street-essendon-west-vic-3040-16047539,15 Ruby Street Essendon West VIC 3040,700,3,2,2,House,larg famili home sought locat
1422,-37.8079482,144.8824698,https://www.domain.com.au/74-chirnside-street-kingsville-vic-3012-16072922,74 Chirnside Street Kingsville VIC 3012,700,3,2,1,House,one look
1423,-37.8445528,144.9845647,https://www.domain.com.au/7-17-park-lane-south-yarra-vic-3141-13121209,7/17 Park Lane South Yarra VIC 3141,700,3,2,2,Townhouse,refurbish posit storey townhous
1424,-37.8991836,145.1171785,https://www.domain.com.au/4-44-nonna-street-oakleigh-east-vic-3166-15477836,4/44 Nonna Street Oakleigh East VIC 3166,700,3,2,1,Townhouse,live grand scale
1425,-37.7832346,144.9655073,https://www.domain.com.au/74-arnold-street-princes-hill-vic-3054-16075887,74 Arnold Street Princes Hill VIC 3054,700,3,1,0,House,prime princ hill locat
1426,-37.9258998,145.1243233,https://www.domain.com.au/1-30-francis-clayton-vic-3168-15778927,1/30 Francis Clayton VIC 3168,700,3,1,3,Townhouse,new renov bedroom townhous everyth walk
1427,-37.7852701,144.9302354,https://www.domain.com.au/14-brighton-street-flemington-vic-3031-16011243,14 Brighton Street Flemington VIC 3031,700,2,1,1,House,perfect famili home
1428,-37.75876400000001,144.9467625,https://www.domain.com.au/1-431-albion-street-brunswick-west-vic-3055-14581173,1/431 Albion Street Brunswick West VIC 3055,700,3,2,2,Townhouse,architectur townhous west await
1429,-37.814647,145.116727,https://www.domain.com.au/701-21-poplar-street-box-hill-vic-3128-14114830,701/21 Poplar Street Box Hill VIC 3128,700,2,2,1,Apartment / Unit / Flat,spaciou famili ideal tent hous view
1430,-37.7520345,144.9600865,https://www.domain.com.au/2-9-florence-street-coburg-vic-3058-16039088,2/9 Florence Street Coburg VIC 3058,700,3,1,3,Townhouse,love three bedroom unit
1431,-37.73044429999999,144.7481121,https://www.domain.com.au/3-beaconsfield-lane-caroline-springs-vic-3023-16057911,3 Beaconsfield Lane Caroline Springs VIC 3023,700,4,2,2,House,locat must
1432,-37.9683301,145.0163982,https://www.domain.com.au/4-31-bayview-crescent-black-rock-vic-3193-16051099,4/31 Bayview Crescent Black Rock VIC 3193,700,3,2,2,Townhouse,luxuri townhous beach end street
1433,-37.8830108,145.2369547,https://www.domain.com.au/51-viewmont-street-wantirna-south-vic-3152-15968407,51 Viewmont Street Wantirna South VIC 3152,700,4,3,2,House,luxuri lifestyl best exclus estat
1434,-37.9010865,145.000665,https://www.domain.com.au/21-elm-grove-brighton-vic-3186-16065852,21 Elm Grove Brighton VIC 3186,700,3,2,2,House,ador freestand bedroom hous premium locat
1435,-37.7885391,145.2930567,https://www.domain.com.au/4-kepsi-place-croydon-vic-3136-16076117,4 Kepsi Place Croydon VIC 3136,700,3,2,2,House,deceiv bedroom
1436,-37.7066273,145.1489841,https://www.domain.com.au/61-railway-parade-eltham-vic-3095-16049869,61 Railway Parade Eltham VIC 3095,700,3,1,0,House,applic next level live
1437,-38.1178631,145.1254995,https://www.domain.com.au/1-nicholson-street-seaford-vic-3198-12424997,1 Nicholson Street Seaford VIC 3198,700,4,2,2,House,stun beach view town hous
1438,-37.756111,144.9252684,https://www.domain.com.au/1-fletcher-street-essendon-vic-3040-12393708,1 Fletcher Street Essendon VIC 3040,700,3,1,2,House,charm charact
1439,-37.7309935,145.0013537,https://www.domain.com.au/6-parker-street-preston-vic-3072-15980722,6 Parker Street Preston VIC 3072,700,3,1,1,House,freshli paint brick famili home gener proport
1440,-37.8062149,144.9618804,https://www.domain.com.au/4103-160-victoria-st-carlton-vic-3053-15331131,4103/160 Victoria St Carlton VIC 3053,700,2,1,0,Apartment / Unit / Flat,central furnish dryer uni
1441,-37.7247435,144.9347941,https://www.domain.com.au/13-zenith-st-pascoe-vale-vic-3044-16070386,13 Zenith St Pascoe Vale VIC 3044,700,3,2,2,House,seclud ideal famili home
1442,-37.9362384,145.0466945,https://www.domain.com.au/1-42-clay-street-moorabbin-vic-3189-16047733,1/42 Clay Street Moorabbin VIC 3189,700,4,2,2,Apartment / Unit / Flat,refurbish space
1443,-37.788715,144.969454,https://www.domain.com.au/129-curtain-street-carlton-north-vic-3054-15778652,129 Curtain Street Carlton North VIC 3054,700,3,1,0,House,expans terrac hous prime north locat
1444,-37.8117708,144.9609302,https://www.domain.com.au/4610-371-little-lonsdale-st-melbourne-vic-3000-16078413,4610/371 Little Lonsdale St Melbourne VIC 3000,700,2,2,0,Apartment / Unit / Flat,apart elev inner citi live luxuri height
1445,-37.853969,145.0460436,https://www.domain.com.au/2-1468-malvern-road-glen-iris-vic-3146-15998478,2/1468 Malvern Road Glen Iris VIC 3146,700,4,3,2,Townhouse,glen iri gem
1446,-37.8493502,145.1983017,https://www.domain.com.au/11-13-murchison-avenue-vermont-south-vic-3133-16066260,11-13 Murchison Avenue Vermont South VIC 3133,700,4,2,2,House,avail
1447,-37.80875,144.96143,https://www.domain.com.au/1904-60-a-beckett-street-melbourne-vic-3000-12991464,1904/60 A?Beckett Street Melbourne VIC 3000,700,0,0,1,Apartment / Unit / Flat,bedroom apart build next
1448,-37.900177,145.0270397,https://www.domain.com.au/1-rotorua-street-caulfield-south-vic-3162-16053690,1 Rotorua Street Caulfield South VIC 3162,700,1,1,1,House,furnish unfurnish delight two bedder sauna
1449,-37.810735,144.9608179,https://www.domain.com.au/1602-285-la-trobe-street-melbourne-vic-3000-16066116,1602/285 La Trobe Street Melbourne VIC 3000,700,2,1,1,Apartment / Unit / Flat,furnish apart near central
1450,-37.8647194,144.9818624,https://www.domain.com.au/3-104-barkly-street-st-kilda-vic-3182-16025442,3/104 Barkly Street St Kilda VIC 3182,700,3,2,1,Apartment / Unit / Flat,uniqu apart rooftop terrac
1451,-37.8353839,144.9990835,https://www.domain.com.au/7-12-copelen-street-south-yarra-vic-3141-15984430,7/12 Copelen Street South Yarra VIC 3141,700,2,2,2,Apartment / Unit / Flat,singl level luxuri live privat garden set
1452,-38.06782949999999,145.2955807,https://www.domain.com.au/23-golden-grove-drive-narre-warren-south-vic-3805-16052765,23 Golden Grove Drive Narre Warren South VIC 3805,700,4,2,2,House,execut live
