SA2_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
217031472,42,1300,701,260,1701,0.7,1250,2.3
217031473,45,1400,732,250,1863,0.8,1441,2.5
217031474,49,1000,667,200,1632,0.7,1183,2.2
217031475,45,1200,734,231,1763,0.7,1406,2.5
217031476,52,1387,681,285,1522,0.7,1167,2.1
217041477,42,1300,769,200,1905,0.8,1513,2.5
217041478,46,1517,758,280,1911,0.7,1522,2.4
217041479,40,1451,760,300,1892,0.7,1451,2.4
217041480,44,1387,761,287,1899,0.8,1380,2.2
297979799,50,0,2200,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0
